film_id,date,time_start,time_end,session,source_family,summary_recovery_type,source_mode,data_visibility,confidence_cap,moment_type,label_fr,base,reaction,projection,judgment,raw_agreement,proxy_vs_raw_verdict,proxy_raw_agreement_state,source_quality_score,source_quality,source_quality_state,b6_memory_candidate_score,b6_memory_candidate_state,raw_texture_role,raw_delta_pips,raw_range_pips,raw_tick_count,memory_family,pattern_key,why_keep_for_memory,memory_use_case,similarity_features,limits
B6FC_20260504_1800_B0F3588E,2026-05-04,2026-05-04T18:00:00+00:00,2026-05-04T19:00:00+00:00,NY_AFTERNOON,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF30_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,"Reaction raw rotationnelle: respiration/rotation de zone, delta 4.1 pips, range 11.9 pips, 3715 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.34.","LOW TRUST: audit seulement, pas de memoire active par defaut.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.350,SOURCE_QUALITY_LOW_TRUST,SOURCE_QUALITY_LOW_TRUST,0.390,B6_LOW_TRUST_CANDIDATE,RAW_ROTATION_CONFIRMED,4.1,11.9,3715,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|TF30_BAR_PROXY|NUANCED_BY_RAW|RAW_ROTATION_CONFIRMED|SOURCE_QUALITY_LOW_TRUST,"LOW TRUST audit: DIRECTIONAL_PROGRESS_MEMORY; pas de memoire active par defaut; Audit seulement: provenance FORCE_SNAPSHOT_DERIVED, accord NUANCED_BY_RAW, qualite SOURCE_QUALITY_LOW_TRUST, texture RAW_ROTATION_CONFIRMED; score memoire 0.390.",Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=NY_AFTERNOON; raw_texture=RAW_ROTATION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_LOW_TRUST; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=TF30_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=SPARSE_PROXY_COVERAGE; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260504_1900_A834FF7C,2026-05-04,2026-05-04T19:00:00+00:00,2026-05-04T20:00:00+00:00,NY_AFTERNOON,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF30_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,"Reaction raw rotationnelle: respiration/rotation de zone, delta -0.7 pips, range 10.6 pips, 3843 ticks.","Projection faible: effort/rotation absorbe le deplacement, delta/range=0.07.","LOW TRUST: audit seulement, pas de memoire active par defaut.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.350,SOURCE_QUALITY_LOW_TRUST,SOURCE_QUALITY_LOW_TRUST,0.390,B6_LOW_TRUST_CANDIDATE,RAW_ROTATION_CONFIRMED,-0.7,10.6,3843,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|TF30_BAR_PROXY|NUANCED_BY_RAW|RAW_ROTATION_CONFIRMED|SOURCE_QUALITY_LOW_TRUST,"LOW TRUST audit: DIRECTIONAL_PROGRESS_MEMORY; pas de memoire active par defaut; Audit seulement: provenance FORCE_SNAPSHOT_DERIVED, accord NUANCED_BY_RAW, qualite SOURCE_QUALITY_LOW_TRUST, texture RAW_ROTATION_CONFIRMED; score memoire 0.390.",Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=NY_AFTERNOON; raw_texture=RAW_ROTATION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_LOW_TRUST; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=TF30_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=SPARSE_PROXY_COVERAGE; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
